season,workingday,temp,humidity,windspeed,count
summer,0,13.611143995247383,46.00832123453592,20.483552668799632,12
winter,1,23.507807551272265,74.9061757348878,32.7586857262169,0
spring,0,34.435585340822705,25.57129185299246,13.011829899261468,308
fall,0,23.954405810500052,33.99051497407675,7.974613127067914,178
winter,0,12.794107431924793,88.4589807124629,8.023130713561322,0
winter,0,24.020171092988342,38.17436456188119,3.5245972821572327,170
summer,0,21.199561391475665,86.9632900194352,9.282335245062152,11
fall,0,28.395361854534308,42.34208707635283,33.21096924944841,172
fall,1,8.209419164808752,71.43055280469662,44.084530592175405,0
spring,0,27.830837075060842,75.53204588078648,40.70628427955809,0
fall,0,21.23799736028331,61.012380251604235,34.25671549372421,4
spring,1,33.88976011576984,44.4248541357385,5.521593170555134,299
fall,1,15.256164981160582,37.01155010968769,14.459372314797491,144
summer,1,23.978656794018445,22.655148364994098,15.490343766123448,276
fall,1,32.960843165300524,44.31571209925791,12.49784731988106,251
spring,1,8.075291839720379,72.25302324250265,25.750282985486155,0
spring,1,33.11685461709354,95.06438547587861,26.77769074398363,126
summer,1,25.636571669024402,89.69635858104417,17.84429875855551,46
fall,0,7.035111773155157,81.28518212282421,17.6894579368218,0
fall,0,14.028907008404488,83.0757874602639,41.42777989530407,0
summer,1,26.24516265935845,73.19879227807962,39.46464241598428,133
fall,0,7.0205180440631505,40.82294860528024,15.389791584037283,0
fall,0,22.465113805288198,92.57560245646638,45.68942219366296,0
spring,0,15.376491708588702,73.65858495246673,47.6407508501253,0
fall,1,23.627465533024314,64.8352504784352,16.33712710150204,88
fall,1,6.372261014375385,28.879157537078484,17.721247439652743,41
summer,0,31.14610418457129,55.764443504514034,25.28170767109794,168
summer,1,34.2046690753219,56.8286616961541,47.056040626683675,196
winter,0,34.06633565857074,89.16508876181359,43.815971657115576,13
spring,0,27.48955495228774,63.731857615023074,5.12839812917949,117
fall,0,8.902587203918959,50.43204391763277,19.63653716357081,0
fall,0,27.74789587787068,98.14402628085274,27.668559487488594,0
winter,1,5.737607493764045,28.857647466105256,25.156623627577,0
fall,1,5.663706545869918,53.80387426495557,9.693153396844634,0
spring,1,14.708306574486237,23.361974013712423,42.940838558407734,60
winter,0,19.659295712139972,79.19232966135442,33.84703914984187,0
spring,1,28.112222534233798,93.44612417593206,41.89541874259018,0
winter,0,25.498861298195155,42.40298636403915,42.93821396747361,55
winter,1,18.37708119130245,88.66733414392966,37.41779268328699,0
summer,0,13.208799988449977,43.37745843695182,21.960530062485866,15
spring,0,34.913735004731336,92.86161293151322,30.527337750771228,69
fall,0,17.78543906707919,80.31695228774271,8.018270305987157,0
fall,1,18.541610729890266,84.39254214731508,33.68227087374539,0
spring,1,9.908714635750076,21.44052444803636,8.962662786964037,109
fall,1,28.84428646249788,97.02482856592208,34.69747952550784,0
fall,1,25.81046677344466,78.13367936562585,11.479908037698433,122
spring,0,11.623088383662811,44.380087630890664,5.877565007510999,59
winter,1,7.471431368475281,86.35157318870776,8.26422450714787,0
spring,1,25.414979062241393,42.521695873194396,0.0996067609535134,190
winter,0,24.63533642843406,89.82030716529023,35.93698089267651,0
fall,0,13.19778580994628,29.00643123295496,36.620052452918955,0
fall,0,33.52590686751231,76.29487819686366,25.746667495662972,110
fall,1,9.531736753427007,63.25587813159282,8.068140052769184,0
summer,0,17.970044031278057,27.722757615635267,4.177716875534488,204
winter,0,33.30847760502797,39.35150626070712,0.9564483218643505,253
summer,0,17.59181950778367,20.992322902185183,8.287408848261036,165
summer,1,24.155778429922567,57.50143723716047,44.54277674915733,137
spring,0,16.927831938883827,44.10122086080003,12.076842085084088,86
summer,1,13.2264560704601,67.86859874382071,17.71356636086078,0
spring,1,34.51932943879485,43.77902461668938,5.267274224066659,275
spring,0,17.280020189451292,43.993528920558774,11.118065237408514,66
summer,0,31.822976110374032,79.45545589852827,25.961228539010257,122
winter,1,11.898638176732586,23.851426878268278,30.387634154782628,65
winter,0,11.3931411207525,92.23159961535897,12.267615708310553,0
winter,0,5.934022486535341,88.18110995129452,2.8866079612558604,0
winter,1,24.55000476127655,73.42437465811253,19.551643456369934,54
winter,1,16.055790311712833,67.45772560859075,11.710168546316707,0
summer,0,30.930747495189113,91.38419985117218,10.977696161490098,128
summer,1,19.196297200746713,34.82641436229716,47.99314013567276,90
fall,0,34.045802837441656,26.31753297526629,30.815024296286204,257
winter,0,10.565765471093634,39.16081359276305,27.843922158604794,0
summer,0,31.058695038668322,83.56626229601522,20.788755176166095,145
fall,1,28.297905583752254,22.773621338118666,21.447216671507213,252
winter,0,28.12765533932156,66.62454680667918,27.045250191904042,63
spring,0,30.343496843506628,99.63500129530479,34.82149035180536,6
fall,0,27.830719728289967,88.45568750700315,35.107304809091474,0
summer,1,23.786609648942463,61.71565512348715,8.584695385272479,147
spring,1,8.937346330471627,25.091272742931388,25.00563760383135,77
spring,1,5.9757853847375575,86.50988115085678,20.597904751705098,0
spring,1,32.6254354344706,67.91828065417684,43.52634831346921,164
fall,1,23.49950943562214,29.19463976476535,31.57094606091882,183
summer,0,28.89611872928529,27.508582785868498,26.62520332079909,220
spring,1,19.4456705453765,92.7701455549274,5.769732108945869,48
winter,1,8.519245668871834,73.53602103504628,30.281894466170574,0
spring,1,8.755573766076512,86.34294394534044,5.860195284011671,0
spring,0,25.56695861686914,90.31831202258138,16.860328778287602,49
fall,1,17.909176846983883,65.74178816386578,7.142098240716593,30
fall,1,11.015741801010101,61.3957081404033,34.603682351218445,0
summer,0,19.747836402243106,54.43419282567922,10.31260569180763,75
winter,1,6.926268112254022,45.355727023289546,19.5929686594013,0
fall,0,22.459142057431965,54.76767686869694,44.783738880938934,28
spring,0,13.06980213305293,81.91037245841251,10.215819169948514,0
summer,0,28.926773019115643,68.15387448121052,25.390253197938957,93
spring,0,14.310858767707213,91.4018631963877,20.9635830583011,0
spring,0,18.656604472454035,55.47040115033502,0.9062020522864866,56
fall,1,5.348616197243019,68.56716629750032,39.63790567864064,0
summer,0,7.173406633836766,70.5046042473591,3.4522953157299865,0
winter,0,16.774806692200542,67.33577298450604,23.71275104884768,0
winter,1,19.398165041513707,76.2107018468413,28.033914746947495,9
fall,0,23.000616443579112,38.9946774699845,31.421322830729352,102
fall,1,13.749877361279097,60.98910220366325,34.431581465393776,17
summer,1,25.849456583796275,28.337984224667814,12.663619176135754,275
winter,1,30.803671915676137,50.760906211585,0.49893883292246866,242
winter,0,28.395529666800496,59.01336548970115,36.1721831177456,74
winter,0,6.188564760450714,72.17794076363779,26.78282996737893,0
spring,0,19.415208417734867,96.04248420689628,41.805885160362436,0
winter,1,8.147905352545246,68.05208532386847,41.06941814503472,0
spring,0,12.261350475875824,79.48751329412478,42.16630838939416,0
summer,0,34.59987779801439,60.50128475961622,24.25473299897701,210
spring,0,9.274866287045397,70.72832251010651,16.681419791843282,0
summer,1,19.966644603540683,25.674577290701876,39.5779101295685,141
winter,1,23.544672029543573,40.35132646734776,22.564705651462745,108
winter,0,26.073949116323117,48.948247456411096,9.172109820171725,117
summer,0,21.789460504607423,57.799468400521086,42.748700978073714,44
fall,0,5.2931254225755096,23.6518996401907,44.127993838617364,0
summer,0,14.793839247319756,31.201927804265416,23.315487807008505,82
fall,1,20.531349301541344,42.14514462330446,3.7849863654893734,192
spring,1,7.635994974345,97.72261527208406,19.391304495846562,0
spring,1,15.518807936275422,46.50776056824406,40.17688297313017,16
spring,1,5.996093263740997,58.5632846489666,45.088701427311435,0
winter,0,7.357354914650623,35.68781701907143,10.173637124879791,0
spring,0,16.907698286047882,68.86240568606146,3.348680601263576,0
fall,0,8.981472621291811,42.45465724127794,43.86752265664193,0
spring,1,22.026225447846745,36.55940627507414,19.470246948943764,159
summer,0,25.683949074117972,61.32581027567832,27.088048213378162,60
summer,1,29.017600973272486,20.440463932833666,48.40329060253794,263
winter,1,11.004507327344303,20.613122611938024,3.3282363957111425,89
summer,0,10.024477467772092,37.52550472814862,32.41590037260478,0
fall,0,8.137035210032007,22.93770900006569,3.7052711287433535,88
spring,0,24.0929074863091,28.64206033045531,18.77344642332502,194
winter,1,26.194271794607033,47.10885194710013,40.190727259672336,110
spring,0,5.947584344769261,84.20685436638503,21.67361163778172,0
spring,1,33.086367387310695,65.76389146954406,49.85911769514752,119
fall,0,6.559138509544172,61.01341807651331,27.952964247330108,0
summer,1,21.238890059032116,43.47910585664973,16.058107631797675,215
summer,1,26.27181558352749,94.54029755462531,11.005566295237657,76
spring,0,31.129073712382567,51.76120329897533,17.52602671430809,195
winter,1,26.422607963972833,26.96742134366172,18.62666368797754,219
summer,1,29.051842492093755,69.3653212894241,3.4356838861980488,153
winter,0,15.183505776284182,29.107071478128113,18.47870997133866,36
summer,1,29.444753412395368,47.61785142413537,23.211925986961248,230
winter,0,7.403445391540254,60.592955097424706,36.13688761194023,0
fall,1,31.84449968181583,89.93780197481406,32.8364742360804,73
winter,0,21.42777128461209,59.48372642720949,35.438282761457714,0
fall,0,29.51893309887481,76.18070128253314,0.41818409384285493,93
fall,1,18.569548535549004,99.42534711992563,10.883369979026803,0
winter,1,24.30733085589575,30.519129591838528,33.084214419992826,135
fall,1,20.792079828083395,41.97852204156156,24.199468408987357,107
spring,1,26.947685652659956,51.56608604781171,0.2656737834172973,172
fall,1,7.448899460917687,53.74625428310651,40.22473212159112,0
summer,0,6.810562519716914,52.88168602124366,38.64047866451687,0
winter,1,12.413097020304393,92.6088802045244,27.420958149678132,0
spring,0,9.78634040339565,77.1226115573485,3.323166288813606,0
winter,0,31.15350699776605,68.6324171272563,38.32575247662923,50
summer,1,11.57641962074133,44.74981742902257,29.185679386568196,0
summer,0,34.27595767457394,85.90323073770358,39.097998857897956,77
summer,0,15.106873753133206,96.40484091879911,37.58734961979202,0
fall,0,10.463537470660977,85.69586260401812,40.15010359789186,0
fall,0,28.690955214274375,20.125208415317832,25.90040332023124,204
winter,1,24.761233265026284,70.91210961467256,7.016225909675749,122
winter,0,19.94587149359417,24.090830515368058,33.557873668984435,103
spring,1,21.660906528128937,40.60857762669775,31.02368925259853,115
spring,1,26.576053348167914,24.761976027821735,37.11265935995436,185
winter,0,11.853642239938962,68.30363623595102,8.494050302536765,0
fall,1,34.89001748170226,74.92719307940854,9.748759995014462,184
summer,1,34.2437948644035,29.159011045272408,44.52047586096642,310
winter,1,24.509770590408106,50.707110643598355,37.49888992260354,83
spring,0,10.986273527874353,56.498920716443365,45.411424435016144,0
fall,1,25.40684727293874,49.52424174087333,37.93576605819604,176
winter,1,7.165952269375275,29.682000038815445,29.857765299515094,18
winter,1,5.919575066174182,53.515823214998036,32.70663685139368,0
fall,0,12.73048665533641,80.09424382467344,44.456396197000494,0
winter,1,18.87868870217949,25.680613162660435,28.940337725597026,119
fall,0,31.048175162251415,26.414401126552278,31.619566216419372,243
summer,0,26.81507209298924,48.38170334687874,7.823835800180029,155
fall,0,27.28119563599943,95.33805692951401,23.696061005805134,0
fall,0,17.76480003344226,73.48581173783313,35.81985559790495,0
fall,0,15.378049776408888,74.29359653380519,13.54713491581827,0
winter,0,16.131162889538082,48.9535992670292,10.112709026226746,0
winter,1,34.62948691208173,67.49286329668308,15.691340411220779,188
fall,0,6.203275742374474,20.81049472221947,12.075031399641672,9
winter,1,31.010944883673456,70.88768371276338,10.745631851819793,153
spring,1,22.3602622571718,93.06295580609894,21.242542143404346,0
spring,0,18.158462575687714,69.00587746758553,45.391925694176706,0
winter,1,26.757729812454095,89.89588747730761,25.352982336935913,0
winter,1,19.600068242741088,77.9178444372875,9.396019040766152,50
fall,1,31.202697142449818,29.644673312295218,3.848583469043704,253
summer,1,32.02105592033776,92.19626458286734,34.80780725689626,112
winter,0,17.651627806203663,25.31550754846199,19.139938221819392,93
spring,1,13.304833917051548,62.7173978038211,41.09154732926796,0
fall,0,22.770509857800867,31.370969903476613,32.97553843203851,124
winter,1,32.37090036850073,20.936528858472325,39.81207252706842,293
spring,1,11.319865670169998,53.76274081021112,13.597301970922437,0
spring,0,23.688997506904485,43.6032566123325,34.6179461230529,106
summer,1,23.946806602775617,58.88003950380824,13.203099234685938,90
fall,1,26.99339067245843,66.17599093876407,46.95342397251458,56
fall,1,8.947030553817793,23.499125784715787,31.81871407666872,91
summer,0,26.474748940462657,29.84026360989965,16.225590008767103,196
summer,1,32.270975619969235,64.69139171603402,13.475593114613632,189
fall,0,10.39049326610726,47.45338825381266,9.546329253582176,0
fall,1,12.12629974771633,78.33387900395584,34.73204794468639,0
winter,0,34.14185282124919,72.18333188735517,10.935780649896365,72
winter,0,10.429308581284694,87.64834903919254,29.765163296374453,0
summer,1,30.631552801087373,75.39942613353801,13.231751346267867,207
winter,1,19.768335693441045,54.394486191211854,33.09844723969343,91
spring,0,12.416932232095311,73.8373297915546,40.74698642702696,0
winter,0,31.122497038175343,42.03049394043348,38.90126215723266,105
winter,1,18.359157650079965,44.505079902257016,38.042566546539085,105
spring,0,20.444520617890706,83.11881279366347,9.386120284612604,20
summer,1,15.777001081992971,55.71356131212657,4.419247349225936,110
spring,1,22.78852554304782,83.8704272414682,34.94744142436928,0
winter,1,9.905716177550683,85.79378989346228,18.417360689717565,0
summer,1,16.73244609955282,88.6049870129027,21.617311320167364,0
winter,0,34.082369670058625,93.33081886729659,1.5574546396695532,76
spring,1,12.744002981033827,54.4788176410637,12.97882246375246,70
spring,0,24.702099936238767,45.509345465691105,1.6838201937232011,169
winter,1,14.755701926740846,66.5758997275291,43.95928863006238,0
fall,0,28.20419377059802,49.69379387501021,12.169834160926523,179
fall,1,8.926209821550495,68.08593334401863,27.866858478650403,0
spring,0,34.094631352356345,76.44686901150597,1.9489660330565206,165
spring,0,18.61368624150918,75.07240147937095,33.3423695652829,0
fall,1,12.081513900393919,49.96423096160971,16.151367287704694,0
fall,1,7.20490241990038,33.34881613590022,44.89595934788329,0
winter,1,10.092737152626222,54.4423470769766,44.40590944670179,0
winter,1,20.593218456680532,31.4075315265527,16.264530918087388,108
fall,0,15.110095292938588,91.20776281470467,45.04804478452339,0
winter,1,29.866500976478285,47.67019685902859,49.80788367493894,203
winter,0,17.92662570985418,32.3567797778659,41.2707832061974,0
summer,0,12.461428177628896,22.035820792460072,42.24356738776145,54
winter,1,23.5143495981209,71.66579090291874,12.450436805454496,77
spring,0,26.203316506563375,70.95218539637946,28.835119942887815,49
winter,0,10.011257237028495,47.248333326503335,3.3627956983683926,0
winter,0,10.02857648864953,25.736951107812082,4.745896841083486,0
fall,0,6.100142808006289,52.770311591618565,49.94463060166453,0
spring,1,27.092060451969214,44.897399605071485,16.331962471295547,182
winter,1,24.914135828654153,74.16965117880075,37.40919560244232,0
winter,1,19.238926272494417,68.46233995621523,40.33325265134082,16
summer,1,30.325113469075912,49.167498255803196,42.90116355036146,225
winter,0,29.170104588501594,37.43140434039921,49.881414870107825,115
winter,0,22.560630931902566,99.04287729244734,12.074824262843393,0
summer,1,31.04813841539776,56.32012969568919,2.0175413429849853,275
fall,1,11.175236301103048,75.06193886241897,20.5595758997293,0
winter,1,8.357588581931836,31.244237406268862,6.504033491447347,62
summer,0,13.092488345509688,58.84717597275183,1.1212944581027562,5
spring,1,6.712605682679445,22.202937589557237,18.021341357074306,96
fall,1,20.93508584003096,60.436409432835994,39.18691255376182,57
spring,1,33.098170768848846,97.12139256941619,28.309034561253544,92
spring,0,6.180306220055289,50.736537038864014,15.638899460517703,0
summer,0,8.663297420300804,23.119681005992927,32.71710027463598,35
winter,0,18.565970848503056,22.47646327354748,11.600909015440536,90
summer,0,33.01625052583715,51.03894079574956,0.7190723036042512,220
summer,0,14.484683149302516,32.801994917055524,38.21766932182137,28
summer,0,20.217044260651775,21.868167706254873,31.187154243200453,123
summer,0,6.247185771511763,80.49708911601414,38.115131225047996,0
fall,0,9.450296028862667,56.681840710551256,1.9469008343832805,0
winter,1,34.598903688765404,43.139581757812365,41.85598139153261,261
spring,1,33.95356089308137,92.00665464131846,30.976310001815165,76
spring,0,5.148199428032289,29.29111681604205,28.169767535632005,0
winter,0,33.55435356269717,96.47350631642554,31.23070240572658,0
spring,1,24.17359813446501,45.117337390188226,43.2216623434182,114
winter,0,31.037548835600663,91.0722937846945,29.346825327945353,0
spring,0,18.642195669015774,68.23543011835693,29.047518994408968,9
summer,0,20.46788085737751,86.136588779319,49.53395785328829,0
spring,1,19.665397407707605,98.72105305683715,37.8365083534284,0
winter,1,25.00592772638313,43.07243502549966,22.114690272556764,162
winter,1,9.189537642689388,96.89083883260744,35.369850001646384,0
winter,1,5.899207696180339,51.15855159219363,19.461523584589425,0
winter,1,14.237898247735728,50.84095237895379,11.44377312417495,64
winter,0,26.1404228820994,47.230968340360455,29.84259384438797,113
fall,1,11.05560356368845,63.312608587806814,46.409104905697575,0
fall,0,25.20297299974752,32.33160345427897,46.45697600077314,140
spring,0,34.097361383218114,64.2969188286409,17.095263905274514,170
winter,1,7.817021473682551,63.33638499280032,26.38387331108475,0
spring,1,25.178063546753787,80.9521450083896,10.58179492849306,62
winter,0,18.312506579137136,86.69199695500684,49.78155547494417,0
winter,0,31.044267631325162,55.23530802499393,49.05589539339679,132
fall,0,10.314493683421578,44.1866599481195,32.475446485372366,0
fall,1,25.778778566784936,40.746791785367556,40.22070298387367,174
summer,1,30.143458689443307,35.569906936389756,35.755008064185,231
fall,1,33.3384265842207,24.61180657592199,29.65791095197341,275
